file,verdict,coverageState,indexingState,pageFetchState,robotsTxtState,userCanonical,googleCanonical,lastCrawlTime,sitemap
088.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/en/ressources/articles/gestion-paie-independants-pme-erreurs-courantes-optimisations-2026/,https://ark-fid.ch/en/ressources/articles/gestion-paie-independants-pme-erreurs-courantes-optimisations-2026/,2026-01-06T08:10:04Z,https://ark-fid.ch/sitemap.xml
089.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/articles/reformer-l-externalisation-de-la-direction-financiere-pour-les-pme-a-geneve-en-2025/,https://ark-fid.ch/fr/ressources/articles/reformer-l-externalisation-de-la-direction-financiere-pour-les-pme-a-geneve-en-2025/,2026-01-29T14:14:20Z,https://ark-fid.ch/sitemap.xml
090.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/de/ressources/articles/domiciliation-entreprise-geneve/,https://ark-fid.ch/de/ressources/articles/domiciliation-entreprise-geneve/,2026-02-12T22:19:52Z,https://ark-fid.ch/sitemap.xml
091.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/,https://ark-fid.ch/fr/ressources/,2026-02-12T03:11:29Z,https://ark-fid.ch/sitemap.xml
092.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/articles/constitution-societe-geneve-etapes-actualisees-2025-solutions-pme-independants/,https://ark-fid.ch/fr/ressources/articles/constitution-societe-geneve-etapes-actualisees-2025-solutions-pme-independants/,2026-01-28T04:13:54Z,https://ark-fid.ch/sitemap.xml
093.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/pt/ressources/articles/optimiser-declaration-tva-suisse-2026-erreurs-courantes-et-guides-concrets-pme-independants/,https://ark-fid.ch/pt/ressources/articles/optimiser-declaration-tva-suisse-2026-erreurs-courantes-et-guides-concrets-pme-independants/,2026-01-05T06:16:59Z,https://ark-fid.ch/sitemap.xml
094.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/en/ressources/articles/externalisation-paie-geneve-2025-avantages-securite-pme/,https://ark-fid.ch/en/ressources/articles/externalisation-paie-geneve-2025-avantages-securite-pme/,2025-12-12T12:02:46Z,https://ark-fid.ch/sitemap.xml
095.json,NEUTRAL,Crawled - currently not indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,,https://ark-fid.ch/assets/downloads/instructions-ifd-2025.pdf,2025-09-28T23:38:30Z,
096.json,NEUTRAL,Page with redirect,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/articles/optimiser-les-charges-sociales-en-suisse-romande-2026-erreurs-frequentes-pour-pme-independants/,https://ark-fid.ch/fr/ressources/articles/optimiser-les-charges-sociales-en-suisse-romande-2026-erreurs-frequentes-pour-pme-independants/,2026-01-27T00:06:18Z,
097.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/articles/creer-entreprise-suisse/,https://ark-fid.ch/fr/ressources/articles/creer-entreprise-suisse/,2026-02-11T19:59:28Z,https://ark-fid.ch/sitemap.xml
098.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/fr/ressources/articles/liquidation-societe-suisse/,https://ark-fid.ch/fr/ressources/articles/liquidation-societe-suisse/,2026-02-03T14:07:43Z,https://ark-fid.ch/sitemap.xml
099.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/pt/ressources/articles/creer-entreprise-suisse/,https://ark-fid.ch/pt/ressources/articles/creer-entreprise-suisse,2025-11-17T07:32:04Z,
100.json,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,https://ark-fid.ch/de/ressources/articles/creer-entreprise-suisse/,https://ark-fid.ch/de/ressources/articles/creer-entreprise-suisse/,2026-01-01T22:00:19Z,https://ark-fid.ch/sitemap.xml
